aX,aY,aZ,gX,gY,gZ
-0.911,-0.233,0.267,0.151,0.205,0.259
0.271,-0.292,-0.198,0.285,0.298,0.155
-0.075,-0.189,0.605,0.258,0.529,0.404
-0.436,-0.217,0.129,0.241,0.463,0.274
-0.949,0.59,0.579,0.211,0.41,0.22
-0.899,0.232,0.231,0.1,0.228,0.139
-0.575,0.46,0.253,0.035,0.115,0.171
-0.879,0.563,0.209,0.038,0.201,0.119
-1.045,0.806,0.473,-0.077,0.263,0.047
-0.627,0.552,-0.172,-0.139,0.123,0.081
-1.122,0.782,0.029,-0.101,0.171,0.038
-0.845,0.658,-0.163,-0.142,0.045,-0.002
-0.707,0.821,0.132,-0.039,0.229,0.022
-0.928,0.818,0.063,-0.245,0.031,-0.046
-0.648,0.549,-0.399,-0.075,0.144,0.004
-0.679,0.96,0.365,-0.107,0.108,0.011
-0.467,0.576,-0.441,-0.218,0.086,0.003
-0.693,0.827,-0.323,0.06,0.114,0.069
-0.567,0.952,0.102,0.075,0.087,0.113
-0.555,0.91,0.041,0.062,0.244,0.096
-0.822,1.216,0.104,0.005,0.074,0.132
-0.718,1.065,-0.147,-0.034,0.007,0.064
-0.397,1.312,0.029,0.068,0.189,0.098
-1.174,1.304,0.095,-0.075,0.054,0.037
-0.614,1.298,0.001,0.029,0.038,0.025
-0.436,1.282,0.283,0.043,0.174,0.013
-0.514,1.404,0.344,-0.036,0.099,0.006
-0.254,1.471,0.302,0.092,0.171,0.052
-1.736,1.891,1.281,-0.192,0.106,-0.013
-0.093,1.194,-0.198,-0.214,-0.069,-0.008
-0.523,1.708,0.305,0.022,0.305,0.031
-0.831,1.73,-0.22,-0.213,0.101,0
-0.296,1.55,-0.152,-0.112,0.235,0.035
-0.866,1.799,0.031,-0.245,0.196,0.022
-0.409,1.372,0.397,-0.233,0.154,0.031
-0.983,1.675,0.753,-0.158,0.171,0.013
-0.474,1.437,0.142,-0.248,0.003,-0.031
-0.703,1.636,0.541,-0.138,0.134,-0.051
-0.423,1.538,-0.23,-0.249,0.003,-0.063
-0.213,1.593,-0.212,-0.141,0.201,-0.022
-1.057,1.723,0.305,-0.305,-0.005,-0.025
0.265,1.12,0.193,-0.118,0.185,-0.011
-1.088,1.727,0.188,-0.162,0.196,-0.028
-0.019,1.268,-0.012,-0.212,0.01,-0.054
-0.415,1.518,-0.034,-0.067,0.304,-0.006
-0.539,1.545,0.018,-0.261,-0.046,-0.03
-0.128,1.326,0.123,-0.059,0.279,-0.004
-1.064,1.703,0.041,-0.204,0.078,-0.03
-0.101,1.332,0.035,-0.177,0.048,-0.01
-0.451,1.519,0.14,-0.143,0.247,-0.008
-0.487,1.488,-0.042,-0.191,0.1,-0.005
-0.255,1.434,0.201,-0.139,0.234,-0.008
-0.719,1.551,-0.025,-0.205,0.138,-0.015
-0.371,1.298,0.249,-0.179,0.097,-0.002
-0.51,1.422,0.245,-0.116,0.248,-0.013
-0.572,1.465,-0.158,-0.163,0.1,-0.019
-0.346,1.402,0.273,-0.11,0.148,-0.011
-0.669,1.557,0.101,-0.145,0.189,-0.016
-0.393,1.463,-0.055,-0.176,0.086,-0.013
-0.382,1.454,0.239,-0.16,0.191,-0.019
-0.686,1.535,-0.059,-0.205,0.106,-0.018
-0.298,1.349,0.224,-0.196,0.108,-0.013
-0.554,1.453,0.17,-0.148,0.233,-0.017
-0.565,1.486,-0.089,-0.202,0.066,-0.022
-0.46,1.391,0.352,-0.135,0.192,-0.008
-0.715,1.524,-0.022,-0.165,0.147,-0.027
-0.309,1.389,0.14,-0.165,0.086,-0.014
-0.51,1.41,0.174,-0.135,0.243,-0.017
-0.711,1.537,-0.098,-0.184,0.09,-0.015
-0.373,1.386,0.244,-0.162,0.156,-0.013
-0.685,1.478,0.036,-0.168,0.162,-0.013
-0.485,1.416,0.121,-0.168,0.068,-0.011
-0.338,1.313,0.309,-0.14,0.185,-0.017
-0.609,1.488,-0.139,-0.156,0.119,-0.018
-0.238,1.38,0.157,-0.144,0.129,-0.018
-0.636,1.447,0.19,-0.158,0.183,-0.015
-0.614,1.448,-0.035,-0.175,0.071,-0.019
-0.451,1.448,0.204,-0.148,0.173,-0.013
,,,,,
-2.267,2.211,-1.003,0.273,2.312,0.25
-2.743,2.218,-1.385,0.248,2.289,0.248
-3.941,1.921,-0.883,0.236,2.209,0.205
-3.664,2.084,-0.375,-0.164,1.613,-0.086
-4.019,1.628,-0.942,-0.184,1.693,-0.027
-4.84,1.578,-1.393,0.268,2.844,0.171
-7.345,2.52,-1.298,0.019,1.93,-0.026
-5.885,1.876,-2.588,-0.023,2.26,-0.07
-8.167,2.467,-3.005,0.02,1.83,-0.102
-4.76,1.482,-5.005,0.066,1.584,-0.177
-7.736,2.684,-4.52,0.563,2.299,0.396
-6.685,2.332,-4.922,0.2,1.681,0.198
-8.029,2.474,-5.573,0.385,2.087,0.42
-8.709,3.049,-6.023,0.283,1.496,0.431
-7.955,2.916,-6.563,0.315,1.287,0.376
-9.954,3.484,-6.56,0.379,1.54,0.525
-10.039,3.724,-6.657,-0.053,0.491,0.221
-9.09,3.511,-7.232,-0.283,-0.136,-0.102
-9.973,3.557,-6.934,-0.211,-0.02,0.01
-11.453,4.184,-6.322,-0.637,-1.16,-0.456
-9.41,3.451,-6.631,-1.079,-2.914,-1.087
-7.432,2.079,-5.624,-0.881,-3.365,-1.002
-4.796,1.713,-4.034,-0.58,-1.86,-0.431
-6.395,1.708,-3.402,-0.195,-0.761,0.104
-6.931,2.407,-2.834,-0.229,-0.826,-0.037
-7.169,2.03,-2.411,-0.588,-1.471,-0.197
-5.573,1.932,-2.291,-0.72,-1.935,-0.342
-4.284,1.098,-2.089,-0.446,-1.149,-0.131
-4.629,1.414,-1.384,-0.314,-1.933,0.002
-2.963,0.864,-0.895,-0.43,-1.212,-0.054
-4.359,1.61,-0.79,-0.621,-2.008,-0.152
-0.792,0.395,-0.935,-0.441,-1.044,-0.074
-2.559,0.9,-0.65,-0.357,-1.027,0.035
-0.569,0.429,-0.606,-0.068,-0.533,0.135
-1.719,1.164,0.215,-0.085,-0.262,0.095
-0.764,0.608,-0.51,-0.155,-0.508,0.001
-0.627,0.97,0.19,0.165,0.139,0.132
-1.284,0.99,-0.663,0.079,-0.145,0.13
-0.566,1.04,0.066,0.518,0.178,0.064
-0.897,1.735,1.748,0.01,0.101,-0.006
-0.263,1.009,-0.557,0.255,0.23,0.172
-0.898,1.761,-0.207,0.359,0.42,0.166
-0.655,1.945,-0.142,0.166,0.166,0.13
-3.464,3.505,3.645,-0.158,0.301,0.088
0.012,0.994,-0.395,-0.328,0.032,-0.031
-1.276,1.902,0.117,-0.144,0.201,-0.003
-0.693,1.866,-0.044,-0.196,0.092,-0.002
-1.314,2.017,0.037,-0.15,0.185,-0.021
-0.581,1.958,0.055,-0.282,0.065,-0.002
-1.173,1.832,0.279,-0.185,0.22,0.001
-0.68,1.7,-0.127,-0.265,0.019,-0.022
-1.517,1.818,0.474,-0.266,0.007,-0.052
-0.54,1.652,-0.03,-0.272,-0.244,-0.05
-0.255,1.607,0.456,-0.172,0.145,-0.035
-1.195,1.851,-0.421,-0.213,0.047,-0.028
-0.377,1.664,-0.071,-0.193,0.033,-0.008
-0.603,1.7,0.085,-0.245,0.129,0.008
-0.414,1.525,-0.012,-0.233,0.002,-0.001
-0.482,1.48,0.31,-0.214,0.177,-0.007
-0.557,1.538,0.037,-0.196,0.154,-0.008
-0.812,1.59,0.141,-0.185,0.178,-0.01
-0.47,1.464,0.17,-0.18,0.087,-0.012
-0.587,1.581,-0.019,-0.103,0.21,-0.015
-0.716,1.616,0.262,-0.208,-0.003,-0.01
-0.072,1.41,0.025,-0.085,0.256,-0.013
-0.971,1.72,0.047,-0.165,0.171,-0.006
-0.438,1.429,0.154,-0.156,0.172,-0.004
-0.927,1.683,0.081,-0.143,0.237,-0.003
-0.601,1.501,0.095,-0.2,0.065,-0.011
-0.594,1.599,0.073,-0.146,0.208,-0.009
-0.631,1.494,0.279,-0.173,0.054,-0.007
-0.312,1.511,0.073,-0.077,0.244,-0.007
-0.919,1.751,-0.049,-0.158,0.155,-0.012
-0.498,1.524,0.06,-0.189,0.142,-0.01
-0.885,1.62,0.095,-0.197,0.144,-0.01
-0.584,1.415,0.364,-0.197,0.032,-0.018
-0.558,1.549,0.025,-0.099,0.205,-0.015
-0.874,1.507,0.038,-0.188,-0.009,-0.024
-0.231,1.616,0.205,-0.215,0.14,-0.025
-0.74,1.686,-0.335,-0.321,-0.052,-0.025
-0.293,1.299,0.43,-0.22,-0.023,-0.019
-0.302,1.389,-0.018,-0.085,0.253,-0.017
-0.48,1.615,0.153,-0.185,-0.007,-0.014
0.186,1.235,0.056,-0.088,0.262,-0.003
-0.972,1.638,0.241,-0.115,0.179,-0.008
-0.39,1.423,0.045,-0.066,0.186,-0.004
-0.727,1.808,-0.083,-0.11,0.21,0.002
-0.289,1.438,0.086,-0.189,0.052,-0.001
-0.322,1.571,0.3,-0.13,0.233,-0.009
-0.661,1.626,-0.062,-0.2,0.127,-0.022
-0.561,1.46,0.448,-0.156,0.105,-0.016
-0.583,1.646,-0.063,-0.103,0.259,-0.025
-0.569,1.665,0.057,-0.208,0.036,-0.017
-0.194,1.352,0.283,-0.16,0.157,-0.018
-0.698,1.682,-0.04,-0.152,0.203,-0.015
-0.57,1.547,0.089,-0.188,0.108,-0.01
-0.558,1.537,0.218,-0.172,0.168,-0.012
-0.54,1.528,0.006,-0.165,0.106,-0.01
-0.368,1.53,0.225,-0.167,0.117,-0.011
-0.552,1.557,-0.018,-0.152,0.18,-0.005
-0.42,1.518,0.069,-0.176,0.103,-0.013
-0.326,1.464,0.17,-0.173,0.149,-0.015
-0.575,1.565,0.089,-0.164,0.11,-0.019
-0.427,1.504,0.199,-0.146,0.125,-0.017
-0.559,1.528,0.162,-0.142,0.154,-0.008
-0.484,1.562,-0.055,-0.167,0.11,-0.014
-0.369,1.563,0.235,-0.167,0.14,-0.008
-0.523,1.453,0.138,-0.177,0.121,-0.008
-0.231,1.474,0.09,-0.135,0.139,-0.019
-0.486,1.575,0.15,-0.158,0.159,-0.013
-0.429,1.486,0.068,-0.169,0.096,-0.024
-0.254,1.512,0.084,-0.143,0.152,-0.014
-0.602,1.585,0.172,-0.18,0.139,-0.009
-0.32,1.474,0.055,-0.153,0.132,-0.017
-0.435,1.585,0.06,-0.169,0.135,-0.009
-0.405,1.477,0.17,-0.194,0.109,-0.009
-0.262,1.447,0.092,-0.128,0.173,-0.011
-0.523,1.571,0.157,-0.18,0.123,-0.008
-0.419,1.465,0.217,-0.147,0.173,-0.013
,,,,,
-2.687,2.483,0.673,-0.255,0.584,-0.346
-2.567,2.626,1.006,-0.338,0.496,-0.391
-1.805,2.413,1.411,-0.529,0.394,-0.419
-0.783,1.328,0.049,-0.674,1.217,-0.382
-0.649,0.534,-1.205,-0.03,2.129,-0.025
-3.385,1.255,-0.903,0.653,3.086,0.195
-3.901,1.866,-0.445,0.32,2.305,0.077
-5.144,1.961,-1.267,0.072,2.027,0.051
-4.8,1.865,-1.887,-0.072,1.429,-0.032
-4.666,1.7,-2.988,0.231,2.36,0.334
-7.4,2.357,-3.253,0.2,1.849,0.303
-7.296,2.538,-3.287,0.215,1.021,0.031
-6.422,2.242,-3.457,0.108,0.931,0.077
-7.092,2.689,-3.513,0.198,1.537,0.106
-7.883,2.733,-3.893,0.064,1.152,0.055
-7.457,2.571,-4.842,0.121,1.487,0.108
-8.595,3.221,-4.721,0.155,1.267,0.082
-7.598,2.777,-5.612,0.047,1.304,0.154
-8.255,2.953,-6.001,0.187,1.495,0.197
-9.015,3.294,-6.106,0.1,1.407,0.091
-7.587,2.747,-7.354,0.2,1.757,0.171
-10.062,3.692,-7.313,0.254,1.98,0.364
-9.972,3.683,-7.875,-0.189,0.708,-0.013
-9.311,3.588,-8.399,-0.358,-0.185,-0.354
-7.35,3.12,-8.918,0.423,2.28,0.552
-11.14,4.238,-8.724,0.189,1.322,0.342
-10.749,4.146,-9.182,-0.207,-0.071,-0.294
-7.842,3.121,-9.518,-0.215,-0.006,-0.321
-9.589,3.517,-9.323,-0.081,0.318,0.002
-10.658,3.833,-8.976,-0.37,-0.616,-0.308
-8.396,3.023,-9.222,-0.274,-0.261,-0.231
-9.09,3.162,-8.869,-0.142,-0.08,-0.005
-8.576,3.169,-8.741,-0.138,0.105,0.003
-9.517,3.242,-8.718,-0.159,0.161,0.007
-8.928,3.247,-8.875,-0.135,0.002,-0.009
-9.355,3.203,-8.629,-0.137,0.369,0.066
-9.319,3.341,-9.009,-0.162,0.143,0.018
-9.048,3.273,-8.915,-0.108,0.114,0.048
-9.13,3.344,-8.685,-0.089,0.422,0.122
-9.76,3.539,-8.875,-0.177,0.136,0.016
-9.582,3.476,-8.935,-0.212,-0.095,-0.087
-8.824,3.163,-8.917,-0.168,0.074,-0.035
-9.194,3.318,-8.799,-0.146,0.103,0.011
-9.145,3.502,-8.784,-0.152,0.058,-0.015
-9.072,3.34,-8.661,-0.155,0.059,-0.013
-9.106,3.382,-8.635,-0.17,-0.007,-0.041
-9.315,3.408,-8.594,-0.161,0.192,-0.012
-9.056,3.298,-8.788,-0.175,0.089,-0.022
-9.066,3.358,-8.644,-0.124,0.156,0.038
-9.313,3.414,-8.541,-0.143,0.151,0.007
-9.019,3.324,-8.638,-0.146,0.135,0.016
-9.339,3.349,-8.645,-0.126,0.252,0.05
-9.242,3.448,-8.718,-0.108,0.092,0.028
-9.523,3.553,-8.554,-0.156,0.168,-0.014
-8.698,3.29,-8.82,-0.188,0.114,-0.044
-9.175,3.37,-8.833,-0.045,0.516,0.131
-9.67,3.68,-8.678,-0.145,0.106,0.007
-9.189,3.576,-8.622,-0.254,-0.06,-0.097
-8.83,3.345,-8.885,-0.154,0.17,0.027
-9.293,3.581,-8.715,-0.157,0.075,0.021
-9.377,3.479,-8.693,-0.239,-0.061,-0.067
-8.752,3.394,-8.74,-0.177,0.098,-0.005
-9.068,3.522,-8.626,-0.16,0.195,-0.001
-9.303,3.515,-8.644,-0.169,0.119,-0.002
-9.178,3.443,-8.624,-0.151,0.108,0.006
-9.36,3.63,-8.521,-0.175,0.137,-0.022
-9.093,3.421,-8.661,-0.203,0.067,-0.048
-9.163,3.487,-8.577,-0.156,0.127,0.006
-9.276,3.487,-8.408,-0.206,-0.001,-0.063
-8.746,3.387,-8.578,-0.211,0.032,-0.055
-9.171,3.358,-8.525,-0.126,0.204,0.04
-9.239,3.498,-8.467,-0.172,0.117,-0.003
-9.457,3.533,-8.498,-0.197,0.075,-0.046
-9.038,3.414,-8.359,-0.253,-0.206,-0.116
-9.458,3.42,-7.979,-0.17,0.106,0.006
-11.347,4.146,-7.394,-0.557,-0.951,-0.304
-9.468,3.177,-7.393,-0.987,-2.548,-0.746
-9.14,3.385,-5.844,-1.172,-3.449,-0.603
-6.873,2.131,-5.182,-0.982,-2.696,-0.626
-7.177,1.824,-3.994,-0.814,-2.573,-0.298
-5.504,1.203,-3.91,-0.759,-3.304,-0.427
-4.207,1.257,-1.973,-0.388,-1.943,-0.039
-4.264,1.302,-1.732,-0.54,-2.84,-0.008
-3.007,1.141,-0.742,-0.245,-1.278,0.077
-2.946,1.191,-0.735,-0.438,-1.925,0.09
-1.85,0.858,-0.594,0.001,-0.556,0.251
-2.938,1.791,0.639,-0.306,-1.201,0.162
-1.056,0.894,-0.244,-0.321,-0.454,0.019
-1.767,1.308,0.159,-0.187,0.011,0.08
-0.904,0.781,-0.54,-0.033,0.065,0.097
-2.095,1.652,0.243,0.053,0.354,0.105
-1.881,1.361,0.055,-0.337,-0.358,-0.029
-0.39,0.933,-0.546,-0.09,0.189,0.022
-1.996,1.377,-0.299,-0.015,0.1,0.064
-0.854,1.216,0.022,0.002,0.052,0.038
-1.52,1.417,0.508,0.029,0.433,0.07
-1.749,1.453,0.435,-0.204,-0.055,-0.018
-0.748,1.264,0.181,-0.045,0.386,-0.022
-2.172,1.821,0.673,-0.118,0.27,0.013
-1.152,1.274,-0.114,-0.16,0.164,-0.034
-1.556,1.72,0.156,-0.123,0.273,0.02
-1.361,1.444,-0.503,-0.125,0.082,0.057
-1.301,1.578,-0.103,-0.047,0.395,0.061
-1.893,1.702,0.141,-0.274,-0.021,-0.012
-1.049,1.369,-0.45,-0.19,0.141,0.028
-1.966,1.706,0.066,-0.089,0.272,0.042
-1.477,1.519,-0.087,-0.206,0.022,0.007
-1.575,1.545,-0.109,-0.091,0.276,0.029
-1.854,1.656,0.057,-0.188,0.082,-0.008
-1.245,1.425,-0.365,-0.113,0.177,0.015
-1.83,1.711,0.18,-0.175,0.06,-0.024
-1.075,1.405,-0.431,-0.151,0.072,0.011
-1.818,1.81,0.141,-0.067,0.236,0.012
-1.405,1.539,-0.196,-0.175,0.04,-0.002
-1.519,1.715,-0.025,-0.068,0.21,0.047
-1.775,1.708,0.132,-0.222,0.056,-0.049
-1.033,1.433,-0.76,-0.082,0.157,0.023
-1.62,1.881,-0.438,0.163,0.228,0.094
-1.598,2.018,-0.062,0.092,0.167,0.067
,,,,,
-2.685,1.823,1.021,0.572,1.201,0.176
-3.145,2,0.922,0.501,1.014,0.152
-3.136,2.024,0.679,0.367,0.731,0.105
-4.29,2.783,2.199,-0.374,0.717,-0.24
-1.526,1.366,0.141,-0.601,2.058,-0.488
-3.809,1.314,-1.681,-0.13,2.729,-0.207
-4.545,1.363,-3.057,0.462,3.272,-0.293
-6.838,2.769,-2.619,0.538,2.938,-0.177
-5.744,1.644,-3.643,0.478,2.831,0.071
-7.035,2.003,-4.357,0.424,2.424,-0.026
-6.336,2.023,-4.986,0.674,2.6,0.18
-7.848,2.541,-5.033,0.359,1.875,0.357
-5.541,2.039,-6.584,0.354,1.541,0.379
-9.345,3.305,-6.176,0.781,2.479,0.808
-10.873,3.989,-6.312,0.38,1.349,0.367
-11.218,4.324,-6.527,-0.299,-0.509,-0.229
-8.695,3.297,-7.032,-0.612,-1.569,-0.556
-5.44,2.127,-7.023,0.168,0.685,0.252
-10.434,3.619,-6.266,0.412,1.195,0.538
-10.92,4.231,-5.746,-0.375,-0.391,-0.158
-7.92,2.919,-6.84,-0.595,-0.81,-0.391
-8.673,3.253,-6.215,-0.193,0.085,0.111
-10.246,3.849,-5.64,-0.402,-0.362,-0.096
-9.516,3.239,-5.8,-0.7,-1.242,-0.422
-7.737,2.878,-5.514,-0.808,-1.869,-0.472
-7.195,2.307,-4.614,-0.355,-0.591,-0.018
-7.149,2.739,-4.505,-0.353,-0.403,0.018
-7.606,2.581,-4.466,-0.285,0.084,0.07
-6.761,2.632,-4.673,-0.278,0.141,0.086
-7.544,2.638,-4.864,-0.192,0.382,0.119
-7.823,2.721,-4.738,-0.158,0.385,0.033
-7.713,2.702,-4.987,-0.164,0.233,-0.048
-7.58,2.625,-4.712,-0.07,0.189,-0.054
-7.907,2.763,-4.422,-0.094,0.114,-0.083
-7.442,2.392,-4.559,-0.098,0.188,-0.065
-8.106,2.752,-4.263,-0.063,0.243,-0.007
-7.86,2.568,-4.389,-0.118,0.175,-0.034
-7.366,2.649,-4.441,-0.034,0.441,0.061
-8.242,2.717,-4.64,-0.046,0.384,0.08
-8.036,2.92,-4.475,-0.176,-0.027,-0.009
-7.515,2.602,-4.585,-0.256,-0.028,-0.077
-7.757,2.793,-4.691,-0.17,0.274,0.067
-7.903,2.826,-4.903,-0.165,0.071,0.019
-7.878,2.863,-4.657,-0.181,0.128,-0.007
-7.779,2.652,-4.899,-0.107,0.188,0.042
-7.969,2.953,-4.584,-0.133,0.172,-0.003
-7.719,2.646,-4.837,-0.14,0.101,-0.02
-7.679,2.875,-4.638,-0.049,0.346,0.082
-8.182,2.902,-4.587,-0.101,0.17,0.025
-7.661,3.049,-4.63,-0.132,0.145,0.025
-7.767,2.853,-4.833,-0.142,0.179,0.03
-7.916,2.97,-4.796,-0.109,0.166,0.052
-8.187,2.981,-4.715,-0.137,0.152,0.032
-8.068,3.019,-4.604,-0.143,0.067,0.008
-8.26,3.067,-4.533,-0.139,0.2,0.036
-8.337,3.068,-4.539,-0.173,0.06,0.001
-8.189,3.006,-4.62,-0.181,0.07,-0.029
-8.243,3.019,-4.487,-0.211,-0.067,-0.043
-7.908,2.969,-4.429,-0.241,-0.082,-0.07
-8.235,3.048,-4.113,-0.299,-0.186,-0.085
-7.895,2.832,-4.017,-0.484,-0.492,-0.141
-7.79,2.804,-3.855,-0.501,-0.673,-0.235
-7.453,2.723,-3.513,-0.623,-0.986,-0.269
-6.456,2.053,-3.638,-0.609,-0.747,-0.222
-6.753,2.454,-3.05,-0.436,-0.771,-0.044
-8.041,2.337,-2.381,-0.703,-1.657,-0.248
-4.623,1.705,-2.478,-0.962,-2.244,-0.536
-7.172,2.598,-1.66,-1.161,-3.243,-0.424
-1.057,0.17,-2.301,-0.79,-2.316,-0.482
-3.764,0.833,-1.437,-0.515,-1.831,-0.185
0.942,-0.564,-2.824,0.203,-1.628,0.122
-1.781,1.349,0.263,0.576,-0.538,0.303
-0.473,1.052,0.798,0.055,-0.815,0.235
-0.526,1.199,0.35,-0.011,-0.122,0.155
-1.101,1.215,0.575,-0.313,-0.465,0.016
0.263,0.934,0.474,-0.059,0.192,0.089
-1.027,1.152,0.986,-0.046,0.338,0.101
-0.447,1.148,0.492,-0.062,0.391,0.055
-1.697,1.615,0.848,-0.245,0.168,0.017
-0.368,1.02,-0.178,-0.283,0.082,-0.034
